singular_value_index,mean_c_ideal_noise_0,std_c_ideal_noise_0,mean_c_noisy_noise_25,std_c_noisy_noise_25,mean_c_ctc_noise_25,std_c_ctc_noise_25,mean_c_noisy_noise_50,std_c_noisy_noise_50,mean_c_ctc_noise_50,std_c_ctc_noise_50
132,0.0013533109833197764,0.0,0.5312772640108531,0.0,2.1622330979325688e-14,0.0,0.8001895072883675,0.0,1.5705941683326982e-14,0.0
133,0.0013265621346264318,0.0,0.5286006734486303,0.0,2.13076933505761e-14,0.0,0.7997501171042446,0.0,1.5655477911331434e-14,0.0
134,0.0012664982907202337,0.0,0.5265274347531981,0.0,2.077573720918707e-14,0.0,0.798389746991701,0.0,1.5266165907203452e-14,0.0
135,0.0012433928720746018,0.0,0.525249498041522,0.0,2.0630297746233354e-14,0.0,0.798135604432287,0.0,1.5045911881336154e-14,0.0
136,0.001150602326970219,0.0,0.5226913764996051,0.0,1.990078153162109e-14,0.0,0.7966201339626413,0.0,1.4736588925419062e-14,0.0
137,0.0011375945228841993,0.0,0.521676227298554,0.0,1.9702937084089747e-14,0.0,0.7956257775989325,0.0,1.429631583819999e-14,0.0
138,0.0011083836521670045,0.0,0.520136019182355,0.0,1.8809947216970917e-14,0.0,0.7950390927791375,0.0,1.3650411361414635e-14,0.0
139,0.001080807267589334,0.0,0.518927934900308,0.0,1.858672630810495e-14,0.0,0.7943570928355653,0.0,1.3587647238781828e-14,0.0
140,0.0010479745085970101,0.0,0.5170311651114938,0.0,1.7745222682631298e-14,0.0,0.7933477075476266,0.0,1.3188849634948514e-14,0.0
141,0.0010263095799040165,0.0,0.5168279423131914,0.0,1.7352882457317275e-14,0.0,0.7918702143433902,0.0,1.2858876068391199e-14,0.0
142,0.0009929300629183367,0.0,0.5148266331421181,0.0,1.734920412605087e-14,0.0,0.7908837573064071,0.0,1.2621443846674968e-14,0.0
143,0.0009679677396755247,0.0,0.5133653096522821,0.0,1.612811971508277e-14,0.0,0.7897356803076955,0.0,1.2516189792943877e-14,0.0
144,0.0009279321451663103,0.0,0.5114541508944979,0.0,1.5886722222590603e-14,0.0,0.7889814689075909,0.0,1.2146628390801688e-14,0.0
145,0.0008806395211480494,0.0,0.5100859932587761,0.0,1.564886936459114e-14,0.0,0.7881295958770815,0.0,1.1935207515941644e-14,0.0
146,0.0008457398862634527,0.0,0.507537881041765,0.0,1.4646698233184896e-14,0.0,0.7874527269662884,0.0,1.1588328965949369e-14,0.0
147,0.0007937960240448224,0.0,0.5042079054593321,0.0,1.452189178866749e-14,0.0,0.7855398266686578,0.0,1.1457169734999994e-14,0.0
148,0.0007811911056813621,0.0,0.5029171268334438,0.0,1.446268602906477e-14,0.0,0.7843705240914055,0.0,1.0790074676403763e-14,0.0
149,0.000747929422488083,0.0,0.5008536314789365,0.0,1.3993076650422573e-14,0.0,0.7825068570479776,0.0,1.0668302808416895e-14,0.0
150,0.0007155579890318227,0.0,0.4984658151143005,0.0,1.3839910371843056e-14,0.0,0.7824778778665179,0.0,1.0235571693139903e-14,0.0
151,0.0006859251569803696,0.0,0.49624957872762787,0.0,1.352904299142877e-14,0.0,0.7817684448481043,0.0,9.871360236079454e-15,0.0
152,0.0006725019209722528,0.0,0.49515338137881043,0.0,1.343074213371803e-14,0.0,0.7801422531641606,0.0,9.855565607191587e-15,0.0
153,0.0006432389078727082,0.0,0.49491036421246826,0.0,1.320818959593607e-14,0.0,0.7783630478029391,0.0,9.68431837582701e-15,0.0
154,0.0006251770358200468,0.0,0.4927756326038019,0.0,1.3078779819248157e-14,0.0,0.7782984635684833,0.0,9.365159165138505e-15,0.0
155,0.0006082230415131428,0.0,0.4901947374174194,0.0,1.259362570429424e-14,0.0,0.7775352808578732,0.0,9.187297933439647e-15,0.0
156,0.0005855671166917526,0.0,0.48964535594978104,0.0,1.181332352124675e-14,0.0,0.7755896810326748,0.0,8.86060597384186e-15,0.0
157,0.0005627401995688107,0.0,0.4887892807300883,0.0,1.1534947160227821e-14,0.0,0.7747848518606019,0.0,8.434240989433087e-15,0.0
158,0.0005248656704089413,0.0,0.48607583452900394,0.0,1.1212375976881511e-14,0.0,0.7736769784520762,0.0,8.331129694934454e-15,0.0
159,0.0005209898739625788,0.0,0.484574040772484,0.0,1.1052001072977396e-14,0.0,0.7721352090672049,0.0,8.190510990013116e-15,0.0
160,0.0005001083291744173,0.0,0.48291832094300347,0.0,1.0745019300751949e-14,0.0,0.7705374785198326,0.0,7.869231838772678e-15,0.0
161,0.00047068905207631705,0.0,0.48187246655877963,0.0,1.0638791390114422e-14,0.0,0.7703396752307109,0.0,7.772767837395688e-15,0.0
162,0.0004272019838595674,0.0,0.4808628252424929,0.0,1.0301840288877406e-14,0.0,0.7685190253448158,0.0,7.569800841162476e-15,0.0
163,0.00042081849001965327,0.0,0.4786987445295318,0.0,1.002662385967537e-14,0.0,0.7673264942401847,0.0,7.33289128584843e-15,0.0
164,0.00040551152516578,0.0,0.47828942792676293,0.0,9.59835486918826e-15,0.0,0.7659923404005745,0.0,7.095421932988579e-15,0.0
165,0.00038842601030617164,0.0,0.4747899001192218,0.0,9.468888067486979e-15,0.0,0.7651152889094202,0.0,6.8173592083298215e-15,0.0
166,0.0003650645173160311,0.0,0.4743236718271624,0.0,9.45988173060422e-15,0.0,0.7630822751370097,0.0,6.71699475500056e-15,0.0
167,0.00034219316576379724,0.0,0.4717977558433526,0.0,8.742777465769192e-15,0.0,0.762944044629665,0.0,6.461628516899703e-15,0.0
168,0.00033205965670044077,0.0,0.4709486859595773,0.0,8.465034175820596e-15,0.0,0.7614067020802988,0.0,6.441255513498009e-15,0.0
169,0.00031715841673337134,0.0,0.46759317839253317,0.0,8.435017015953626e-15,0.0,0.7607597030440817,0.0,5.9047859626070774e-15,0.0
170,0.00030595632030057715,0.0,0.4666520557225074,0.0,8.36665095308992e-15,0.0,0.7595701996126939,0.0,5.79735264811725e-15,0.0
171,0.00029885867539728453,0.0,0.4651556262065948,0.0,7.985500244710886e-15,0.0,0.7577662394494072,0.0,5.399077581033424e-15,0.0
172,0.0002937970437055451,0.0,0.4621038476719862,0.0,7.791606528361585e-15,0.0,0.7567353054263939,0.0,5.394348452750875e-15,0.0
173,0.0002778660747296533,0.0,0.4616784846082871,0.0,7.114668218200152e-15,0.0,0.7556695921976463,0.0,5.134188434166739e-15,0.0
174,0.00027246338524215894,0.0,0.45884874514133506,0.0,6.95678764186186e-15,0.0,0.7540135490486665,0.0,4.974664768826928e-15,0.0
175,0.0002519631140619821,0.0,0.4578355581796649,0.0,6.780286778047433e-15,0.0,0.752892646920259,0.0,4.83340679753671e-15,0.0
176,0.00024117001921178613,0.0,0.45465424568645063,0.0,6.47412094460543e-15,0.0,0.7516246892134515,0.0,4.710266187531549e-15,0.0
177,0.00022369358958927607,0.0,0.45192333427781595,0.0,6.378329646262441e-15,0.0,0.7505979236856957,0.0,4.1737985410562504e-15,0.0
178,0.0002118890161096371,0.0,0.45025847614836734,0.0,6.151303086252724e-15,0.0,0.7474857257948586,0.0,4.051096303986821e-15,0.0
179,0.00020852854766417213,0.0,0.44759306594984294,0.0,5.75664491182408e-15,0.0,0.7468507517444114,0.0,3.873314650696177e-15,0.0
180,0.00020603535366560646,0.0,0.4446677735496514,0.0,5.280487230267496e-15,0.0,0.7452866360311613,0.0,3.762471543849826e-15,0.0
181,0.00019313499358286174,0.0,0.4430738257424432,0.0,5.1873659522965244e-15,0.0,0.7450049232685819,0.0,3.581952799255309e-15,0.0
182,0.00018301355953222444,0.0,0.44166883538709956,0.0,4.867944163345969e-15,0.0,0.7438018974784287,0.0,3.434047445416178e-15,0.0
183,0.00017576138440129576,0.0,0.43980884579439006,0.0,4.822172675387111e-15,0.0,0.7428304041617951,0.0,3.3837560959360784e-15,0.0
184,0.0001686418051667379,0.0,0.438389601770266,0.0,4.306943983084921e-15,0.0,0.7401179078703143,0.0,3.2894750579067924e-15,0.0
185,0.00016791326952070277,0.0,0.4352899078559189,0.0,4.03827479931768e-15,0.0,0.7379663396461269,0.0,2.9576974744850367e-15,0.0
186,0.00015731535143940857,0.0,0.43406281795222446,0.0,3.852950601094541e-15,0.0,0.7364797414866896,0.0,2.7225861375091893e-15,0.0
187,0.00014910426730489664,0.0,0.4320923096446913,0.0,3.396278767853709e-15,0.0,0.7350042998217627,0.0,2.5378760125575502e-15,0.0
188,0.00014023562600333253,0.0,0.4303810044018095,0.0,3.207149269361275e-15,0.0,0.7340008859875177,0.0,2.4865106481542853e-15,0.0
189,0.00013289334106671963,0.0,0.42887605713428667,0.0,2.851457749335084e-15,0.0,0.7332908445394487,0.0,2.2696255023639812e-15,0.0
190,0.00012855663097072426,0.0,0.4282057089609912,0.0,2.683161213082872e-15,0.0,0.7315646181930493,0.0,2.257206221329519e-15,0.0
