threshold_percent,mean_ssi_conceptor_singular_threshold,std_ssi_conceptor_singular_threshold,mean_ssi_correlation_eigenvalue_threshold,std_ssi_correlation_eigenvalue_threshold,mean_nrmse_conceptor_singular_threshold,std_nrmse_conceptor_singular_threshold,mean_nrmse_correlation_eigenvalue_threshold,std_nrmse_correlation_eigenvalue_threshold,mean_ssi_c_noisy,std_ssi_c_noisy,mean_nrmse_c_noisy,std_nrmse_c_noisy,mean_ssi_ctc,std_ssi_ctc,mean_nrmse_ctc,std_nrmse_ctc
0.0,0.8926466690444975,0.0,0.8926421857640964,0.0,0.3359379775498782,0.0,0.33593797754987875,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
10.0,0.8926471103661253,0.0,0.9186451371534785,0.0,0.3359379775498782,0.0,0.4104639787168133,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
20.0,0.8926453861855547,0.0,0.9186451371523505,0.0,0.3359379775498782,0.0,0.4104639787168133,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
30.0,0.8926481561234669,0.0,0.9186451371523354,0.0,0.3359379775498782,0.0,0.4104639787168133,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
40.0,0.8926454687560007,0.0,0.8382667727334973,0.0,0.3359379775498782,0.0,0.5116359229905815,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
50.0,0.8926449910494028,0.0,0.7260239602088429,0.0,0.3359379775498782,0.0,0.9791674903328749,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
60.0,0.8926463158435022,0.0,0.7248744378028055,0.0,0.3359379775498782,0.0,0.9791674903328749,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
70.0,0.8926343933897044,0.0,0.7241144250071789,0.0,0.3359379775498782,0.0,0.9791674903328749,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
80.0,0.901570987109324,0.0,0.7239761901922935,0.0,0.3339622218943589,0.0,0.9791674903328749,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
90.0,0.9318810621433374,0.0,0.725245676140284,0.0,0.34504601304234755,0.0,0.9791674903328749,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
100.0,0.4866789674491551,0.0,0.7249874474938088,0.0,0.9791674903328771,0.0,0.9791674903328749,0.0,0.8926461392262365,0.0,0.33593797754987836,0.0,0.9531012171180864,0.0,0.3178753683565446,0.0
