threshold_percent,mean_ssi_conceptor_singular_threshold,std_ssi_conceptor_singular_threshold,mean_ssi_correlation_eigenvalue_threshold,std_ssi_correlation_eigenvalue_threshold,mean_nrmse_conceptor_singular_threshold,std_nrmse_conceptor_singular_threshold,mean_nrmse_correlation_eigenvalue_threshold,std_nrmse_correlation_eigenvalue_threshold,mean_ssi_c_noisy,std_ssi_c_noisy,mean_nrmse_c_noisy,std_nrmse_c_noisy,mean_ssi_ctc,std_ssi_ctc,mean_nrmse_ctc,std_nrmse_ctc
0.0,0.6303050652530867,0.0,0.629941941455296,0.0,0.43543293798849875,0.0,0.43543293798849797,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
10.0,0.6294790390207722,0.0,0.8746661881091357,0.0,0.43543293798849875,0.0,0.4257479122253045,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
20.0,0.6298859739850641,0.0,0.8746661881089953,0.0,0.43543293798849875,0.0,0.4257479122253045,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
30.0,0.6297652874327723,0.0,0.8029430325995975,0.0,0.43543293798849875,0.0,0.6143232680374616,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
40.0,0.6298384600423211,0.0,0.6676335668167299,0.0,0.43543293798849875,0.0,0.9717304306857346,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
50.0,0.6300298623423958,0.0,0.6655759349499988,0.0,0.43543293798849875,0.0,0.9717304306857346,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
60.0,0.6299070197387279,0.0,0.667833397061156,0.0,0.43543293798849875,0.0,0.9717304306857346,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
70.0,0.6297455729113131,0.0,0.6665533635175459,0.0,0.43543293798849875,0.0,0.9717304306857346,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
80.0,0.6295669706730838,0.0,0.6673354387490682,0.0,0.43543293798849875,0.0,0.9717304306857346,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
90.0,0.6791483991462705,0.0,0.6680310471930713,0.0,0.4317611371711047,0.0,0.9717304306857346,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
100.0,0.4376081111190629,0.0,0.6674886817789045,0.0,0.9717304306857175,0.0,0.9717304306857346,0.0,0.6300287806731577,0.0,0.4354329379884983,0.0,0.8633728033293853,0.0,0.3928008125932797,0.0
